Year,Week,Falls Creek_MaxTemp,Mt. Baw Baw_MaxTemp,Mt. Buller_MaxTemp,Mt. Hotham_MaxTemp,Perisher_MaxTemp,Selwyn_MaxTemp,Thredbo_MaxTemp,Charlotte Pass_MaxTemp,Mt. Stirling_MaxTemp,Falls Creek_MinTemp,Mt. Baw Baw_MinTemp,Mt. Buller_MinTemp,Mt. Hotham_MinTemp,Perisher_MinTemp,Selwyn_MinTemp,Thredbo_MinTemp,Charlotte Pass_MinTemp,Mt. Stirling_MinTemp,Falls Creek_Rainfall,Mt. Baw Baw_Rainfall,Mt. Buller_Rainfall,Mt. Hotham_Rainfall,Perisher_Rainfall,Selwyn_Rainfall,Thredbo_Rainfall,Charlotte Pass_Rainfall,Mt. Stirling_Rainfall,Mt. Baw Baw,Mt. Stirling,Mt. Hotham,Falls Creek,Mt. Buller,Selwyn,Thredbo,Perisher,Charlotte Pass
2014,1,4.6,4.957142857142857,4.271428571428571,3.4571428571428577,6.328571428571428,6.828571428571428,4.714285714285714,5.521428571428571,4.271428571428571,-0.3,1.1,-0.014285714285714266,-1.1428571428571428,-1.5857142857142856,1.5714285714285714,-2.0,-1.7928571428571427,-0.014285714285714266,23.8,24.4,23.799999999999997,42.0,62.0,29.200000000000003,40.6,51.3,23.799999999999997,555,60,3483,2790,8296,1041,5535,7370,408
2014,2,4.414285714285714,5.485714285714286,5.257142857142857,3.0,5.257142857142857,6.714285714285714,2.6571428571428575,3.9571428571428573,5.257142857142857,-0.2857142857142857,0.8142857142857143,-0.34285714285714286,-1.2571428571428573,-1.8571428571428572,1.5285714285714285,-1.6857142857142857,-1.7714285714285714,-0.34285714285714286,7.6,21.0,47.6,13.0,13.799999999999999,14.4,8.0,10.899999999999999,47.6,804,42,1253,1425,1987,383,2090,2751,151
2014,3,0.09999999999999999,1.042857142857143,0.3857142857142857,-0.9000000000000001,0.8857142857142856,1.6714285714285713,-1.0285714285714287,-0.07142857142857156,0.3857142857142857,-2.8285714285714287,-1.8142857142857143,-2.5142857142857147,-3.2857142857142856,-2.457142857142857,-0.8571428571428571,-4.114285714285715,-3.2857142857142856,-2.5142857142857147,69.6,76.6,133.6,24.4,220.6,109.0,4.2,112.39999999999999,133.6,993,30,2992,2101,2413,597,3216,4255,230
2014,4,1.3857142857142857,2.5285714285714285,0.9571428571428572,-0.9857142857142858,2.9428571428571426,3.142857142857143,-1.3142857142857143,0.8142857142857142,0.9571428571428572,-2.685714285714286,-0.9571428571428572,-1.8571428571428572,-3.4714285714285715,-2.457142857142857,-0.7571428571428571,-4.357142857142857,-3.4071428571428566,-1.8571428571428572,24.2,82.0,80.0,0.6,53.8,60.2,0.4,27.099999999999998,80.0,2976,165,9680,9544,18831,2877,15497,20265,1134
2014,5,-0.7285714285714286,0.6857142857142857,-0.2857142857142857,-1.8428571428571427,1.1857142857142857,1.2714285714285716,-1.6857142857142857,-0.25,-0.2857142857142857,-3.7571428571428567,-2.257142857142857,-3.4,-4.0,-3.757142857142857,-2.257142857142857,-5.185714285714285,-4.4714285714285715,-3.4,13.600000000000001,82.6,71.4,3.2,39.0,44.2,3.0,21.0,71.4,11112,645,29628,26211,49217,8588,46546,61339,3403
2014,6,0.28571428571428564,1.0142857142857142,-1.0,-1.9571428571428573,1.7857142857142858,2.7857142857142856,-1.8714285714285717,-0.04285714285714293,-1.0,-3.957142857142857,-2.4285714285714284,-3.585714285714286,-4.442857142857142,-4.357142857142857,-1.6142857142857143,-5.414285714285714,-4.885714285714285,-3.585714285714286,62.8,57.599999999999994,37.2,0.6,51.4,30.8,3.5999999999999996,27.5,37.2,13381,1316,36665,33392,59693,10682,58668,76855,4305
2014,7,3.1,3.7857142857142856,2.3714285714285714,0.12857142857142853,5.085714285714286,5.528571428571429,1.2571428571428573,3.1714285714285717,2.3714285714285714,-0.8857142857142858,0.014285714285714322,-1.5142857142857142,-3.242857142857143,-4.357142857142857,0.8857142857142858,-4.5,-4.428571428571429,-1.5142857142857142,8.6,8.4,26.4,47.4,5.0,5.0,3.4,4.2,26.4,8832,684,26465,28149,45788,8180,44109,57593,3236
2014,8,0.18571428571428558,1.6999999999999997,0.4428571428571428,-0.9428571428571428,1.7714285714285716,3.3714285714285714,-0.8285714285714286,0.4714285714285715,0.4428571428571428,-3.3285714285714287,-2.1714285714285713,-2.985714285714286,-3.9571428571428577,-3.6571428571428575,-1.0285714285714287,-4.371428571428572,-4.014285714285714,-2.985714285714286,33.8,56.0,101.0,87.2,58.199999999999996,14.799999999999999,28.0,43.099999999999994,101.0,9347,1250,21679,24565,41720,7267,39654,52426,2901
2014,9,2.3714285714285714,2.1142857142857143,1.157142857142857,0.7000000000000001,5.2,4.714285714285714,2.2,3.7,1.157142857142857,-2.5714285714285716,-2.0142857142857142,-3.5142857142857147,-3.757142857142857,-5.542857142857143,-0.8428571428571429,-4.628571428571428,-5.085714285714285,-3.5142857142857147,2.0,11.600000000000001,6.6000000000000005,3.0,2.6,0.0,0.0,1.3,6.6000000000000005,10071,1280,31019,28981,48984,8708,46875,62654,3391
2014,10,3.4,3.542857142857143,3.7142857142857144,1.6571428571428573,4.042857142857143,5.8428571428571425,1.5142857142857142,2.7785714285714285,3.7142857142857144,-4.542857142857143,-2.1142857142857143,-3.8714285714285714,-5.485714285714286,-7.957142857142857,-2.2857142857142856,-7.042857142857143,-7.5,-3.8714285714285714,0.0,23.2,5.0,4.8,10.8,2.0,0.6000000000000001,5.7,5.0,11071,1653,30360,33125,47315,9133,48777,64928,3549
